iter	Passed	Remaining
1910	1625	75
1911	1625	74
1912	1627	73
1913	1627	73
1914	1628	72
1915	1628	71
1916	1629	70
1917	1630	69
1918	1630	68
1919	1631	67
1920	1632	67
1921	1633	66
1922	1633	65
1923	1634	64
1924	1635	63
1925	1635	62
1926	1636	62
1927	1637	61
1928	1638	60
1929	1639	59
1930	1640	58
1931	1641	57
1932	1641	56
1933	1642	56
1934	1643	55
1935	1643	54
1936	1644	53
1937	1645	52
1938	1646	51
1939	1647	50
1940	1647	50
1941	1648	49
1942	1649	48
1943	1650	47
1944	1650	46
1945	1651	45
1946	1652	44
1947	1653	44
1948	1654	43
1949	1655	42
1950	1656	41
1951	1656	40
1952	1657	39
1953	1658	39
1954	1659	38
1955	1660	37
1956	1660	36
1957	1661	35
1958	1661	34
1959	1662	33
1960	1663	33
1961	1664	32
1962	1665	31
1963	1665	30
1964	1666	29
1965	1667	28
1966	1668	27
1967	1669	27
1968	1670	26
1969	1670	25
1970	1671	24
1971	1672	23
1972	1672	22
1973	1673	22
1974	1674	21
1975	1675	20
1976	1676	19
1977	1677	18
1978	1677	17
1979	1678	16
1980	1679	16
1981	1680	15
1982	1680	14
1983	1681	13
1984	1681	12
1985	1682	11
1986	1683	11
1987	1684	10
1988	1685	9
1989	1686	8
1990	1687	7
1991	1688	6
1992	1689	5
1993	1690	5
1994	1691	4
1995	1693	3
1996	1694	2
1997	1695	1
1998	1695	0
1999	1696	0
