Артикул продукции,Продукция,Артикул материала,Материал,Цех_511,Цех_522,Цех_533,Цех_544,Цех_555
271,107,61,9.0,False,False,True,False,False
110,344,61,9.0,False,False,True,False,False
52,1188,61,9.0,False,False,True,False,False
74,1952,61,9.0,False,False,True,False,False
169,656,61,9.0,False,False,True,False,False
262,1724,61,9.0,False,False,True,False,False
128,278,61,9.0,False,False,True,False,False
174,323,61,9.0,False,False,True,False,False
86,689,61,9.0,False,False,True,False,False
141,2116,78,29.0,False,True,False,False,False
109,221,78,29.0,False,True,False,False,False
28,367,61,74.4,False,False,False,True,False
140,726,61,74.4,False,False,False,True,False
109,1162,135,118.5,False,False,True,False,False
109,1162,213,88.0,False,False,True,False,False
113,1110,135,118.5,False,False,True,False,False
113,1110,213,88.0,False,False,True,False,False
113,1110,72,1.0,False,False,True,False,False
125,388,61,74.4,False,False,False,True,False
15,697,78,29.0,False,True,False,False,False
142,882,78,29.0,False,True,False,False,False
109,1162,72,1.0,False,False,True,False,False
106,2252,61,74.4,False,False,False,True,False
160,100,78,29.0,False,True,False,False,False
167,687,72,1.0,False,False,True,False,False
74,412,78,29.0,False,True,False,False,False
198,2028,78,29.0,False,True,False,False,False
187,528,61,74.4,False,False,False,True,False
133,692,135,118.5,False,False,True,False,False
133,692,213,88.0,False,False,True,False,False
133,692,72,1.0,False,False,True,False,False
197,361,78,29.0,False,True,False,False,False
222,620,61,74.4,False,False,False,True,False
36,160,61,74.4,False,False,False,True,False
232,923,135,118.5,False,False,True,False,False
232,923,213,88.0,False,False,True,False,False
232,923,72,1.0,False,False,True,False,False
167,687,135,118.5,False,False,True,False,False
167,687,213,88.0,False,False,True,False,False
162,518,61,74.4,False,False,False,True,False
290,1195,128,165.0,False,True,False,False,False
0,1428,128,165.0,False,True,False,False,False
186,784,214,5.0,False,False,False,True,False
463,992,214,5.0,False,False,False,True,False
109,449,128,165.0,False,True,False,False,False
375,1596,214,5.0,False,False,False,True,False
146,533,128,165.0,False,True,False,False,False
46,1594,214,5.0,False,False,False,True,False
565,1794,128,165.0,False,True,False,False,False
391,701,214,5.0,False,False,False,True,False
612,1434,128,165.0,False,True,False,False,False
131,410,128,165.0,False,True,False,False,False
172,852,214,5.0,False,False,False,True,False
159,2026,214,5.0,False,False,False,True,False
0,1947,128,165.0,False,True,False,False,False
0,243,128,165.0,False,True,False,False,False
2,1266,214,5.0,False,False,False,True,False
0,2642,128,165.0,False,True,False,False,False
6,1305,128,165.0,False,True,False,False,False
518,611,128,165.0,False,True,False,False,False
600,1322,178,48.0,True,False,False,False,False
302,1280,178,48.0,True,False,False,False,False
604,79,178,48.0,True,False,False,False,False
434,46,178,48.0,True,False,False,False,False
289,2524,178,48.0,True,False,False,False,False
27,985,178,48.0,True,False,False,False,False
142,144,178,48.0,True,False,False,False,False
363,1239,178,48.0,True,False,False,False,False
551,132,178,48.0,True,False,False,False,False
215,660,178,48.0,True,False,False,False,False
568,2092,178,48.0,True,False,False,False,False
272,346,178,48.0,True,False,False,False,False
191,725,220,27.0,False,True,False,False,False
7,244,220,27.0,False,True,False,False,False
272,871,220,27.0,False,True,False,False,False
391,904,66,8.25,False,False,True,False,False
231,695,220,27.0,False,True,False,False,False
132,248,220,27.0,False,True,False,False,False
410,712,220,27.0,False,True,False,False,False
270,288,66,8.25,False,False,True,False,False
303,1724,66,8.25,False,False,True,False,False
152,440,220,27.0,False,True,False,False,False
78,748,220,27.0,False,True,False,False,False
292,1780,66,8.25,False,False,True,False,False
277,131,66,8.25,False,False,True,False,False
410,435,220,27.0,False,True,False,False,False
220,674,220,27.0,False,True,False,False,False
66,378,66,8.25,False,False,True,False,False
416,1244,235,36.0,False,False,False,False,True
183,731,260,2.25,False,True,False,False,False
335,146,260,2.25,False,True,False,False,False
521,733,260,2.25,False,True,False,False,False
223,786,235,36.0,False,False,False,False,True
64,845,260,2.25,False,True,False,False,False
310,526,260,2.25,False,True,False,False,False
21,608,260,2.25,False,True,False,False,False
35,1267,235,36.0,False,False,False,False,True
470,2394,235,36.0,False,False,False,False,True
397,716,235,36.0,False,False,False,False,True
346,1174,235,36.0,False,False,False,False,True
357,225,260,2.25,False,True,False,False,False
539,255,235,36.0,False,False,False,False,True
316,287,235,36.0,False,False,False,False,True
50,258,235,36.0,False,False,False,False,True
151,563,235,36.0,False,False,False,False,True
33,1342,235,36.0,False,False,False,False,True
138,1491,260,2.25,False,True,False,False,False
277,1054,235,36.0,False,False,False,False,True
45,55,235,36.0,False,False,False,False,True
465,524,260,2.25,False,True,False,False,False
229,1080,91,37.0,True,False,False,False,False
157,192,91,37.0,True,False,False,False,False
177,768,91,37.0,True,False,False,False,False
4,962,91,37.0,True,False,False,False,False
249,1432,91,37.0,True,False,False,False,False
211,1102,91,37.0,True,False,False,False,False
364,231,91,37.0,True,False,False,False,False
351,189,91,37.0,True,False,False,False,False
263,168,91,37.0,True,False,False,False,False
345,1472,91,37.0,True,False,False,False,False
439,198,91,37.0,True,False,False,False,False
380,537,91,37.0,True,False,False,False,False
113,243,91,37.0,True,False,False,False,False
400,243,223,93.33333333333331,False,False,True,False,False
387,995,223,93.33333333333331,False,False,True,False,False
82,433,223,93.33333333333331,False,False,True,False,False
373,1004,223,93.33333333333331,False,False,True,False,False
364,1105,223,93.33333333333331,False,False,True,False,False
204,855,223,93.33333333333331,False,False,True,False,False
57,178,223,93.33333333333331,False,False,True,False,False
174,1111,223,93.33333333333331,False,False,True,False,False
309,1253,223,93.33333333333331,False,False,True,False,False
192,773,223,93.33333333333331,False,False,True,False,False
200,1939,223,93.33333333333331,False,False,True,False,False
93,426,163,500.0,False,False,True,False,False
51,1845,163,500.0,False,False,True,False,False
224,2508,163,500.0,False,False,True,False,False
314,194,163,500.0,False,False,True,False,False
320,354,163,500.0,False,False,True,False,False
15,213,163,500.0,False,False,True,False,False
86,1442,163,500.0,False,False,True,False,False
36,50,163,500.0,False,False,True,False,False
65,149,163,500.0,False,False,True,False,False
197,906,163,500.0,False,False,True,False,False
118,2692,82,38.5,False,True,False,False,False
211,1005,82,38.5,False,True,False,False,False
43,1647,82,38.5,False,True,False,False,False
155,204,82,38.5,False,True,False,False,False
60,293,82,38.5,False,True,False,False,False
114,511,82,38.5,False,True,False,False,False
130,1070,82,38.5,False,True,False,False,False
20,1186,138,52.0,False,False,True,False,False
53,185,71,18.666666666666668,False,False,False,True,False
159,1081,71,18.666666666666668,False,False,False,True,False
107,780,71,18.666666666666668,False,False,False,True,False
123,231,71,18.666666666666668,False,False,False,True,False
90,567,71,18.666666666666668,False,False,False,True,False
147,207,71,18.666666666666668,False,False,False,True,False
31,925,71,18.666666666666668,False,False,False,True,False
2,1200,138,52.0,False,False,True,False,False
145,1814,138,52.0,False,False,True,False,False
20,1311,138,52.0,False,False,True,False,False
15,171,71,18.666666666666668,False,False,False,True,False
165,160,71,18.666666666666668,False,False,False,True,False
90,1936,139,230.0,False,False,False,True,False
77,1200,139,230.0,False,False,False,True,False
104,1007,139,230.0,False,False,False,True,False
78,1786,139,230.0,False,False,False,True,False
47,1249,139,230.0,False,False,False,True,False
28,1699,139,230.0,False,False,False,True,False
54,517,139,230.0,False,False,False,True,False
33,347,139,230.0,False,False,False,True,False
23,1665,139,230.0,False,False,False,True,False
150,136,139,230.0,False,False,False,True,False
47,1698,139,230.0,False,False,False,True,False
43,1049,139,230.0,False,False,False,True,False
40,839,139,230.0,False,False,False,True,False
167,1120,139,230.0,False,False,False,True,False
80,1769,28,11.4,False,False,False,False,True
57,466,28,11.4,False,False,False,False,True
85,1061,28,11.4,False,False,False,False,True
62,493,28,11.4,False,False,False,False,True
119,1678,28,11.4,False,False,False,False,True
58,2118,28,11.4,False,False,False,False,True
72,1418,28,11.4,False,False,False,False,True
78,1176,28,11.4,False,False,False,False,True
46,1264,55,12.0,False,False,False,True,False
31,203,209,75.0,False,True,False,False,False
46,1178,55,12.0,False,False,False,True,False
55,1569,55,12.0,False,False,False,True,False
11,1206,209,75.0,False,True,False,False,False
18,679,209,75.0,False,True,False,False,False
47,163,265,19.8,False,False,True,False,False
37,2217,265,19.8,False,False,True,False,False
4,1996,209,75.0,False,True,False,False,False
44,2196,55,12.0,False,False,False,True,False
20,106,265,19.8,False,False,True,False,False
30,80,55,12.0,False,False,False,True,False
20,146,55,12.0,False,False,False,True,False
35,184,209,75.0,False,True,False,False,False
2,463,55,12.0,False,False,False,True,False
12,627,55,12.0,False,False,False,True,False
67,1022,265,19.8,False,False,True,False,False
23,954,55,12.0,False,False,False,True,False
18,245,209,75.0,False,True,False,False,False
59,656,55,12.0,False,False,False,True,False
40,1662,209,75.0,False,True,False,False,False
76,470,55,12.0,False,False,False,True,False
84,703,265,19.8,False,False,True,False,False
62,703,209,75.0,False,True,False,False,False
72,1148,209,75.0,False,True,False,False,False
29,377,209,75.0,False,True,False,False,False
43,200,265,19.8,False,False,True,False,False
33,518,55,12.0,False,False,False,True,False
20,2297,55,12.0,False,False,False,True,False
59,229,265,19.8,False,False,True,False,False
67,767,209,75.0,False,True,False,False,False
6,537,265,19.8,False,False,True,False,False
53,1059,55,12.0,False,False,False,True,False
36,98,265,19.8,False,False,True,False,False
480,618,80,55.0,False,True,False,False,False
478,1337,80,55.0,False,True,False,False,False
573,464,80,55.0,False,True,False,False,False
460,1678,80,55.0,False,True,False,False,False
130,899,80,55.0,False,True,False,False,False
589,188,80,55.0,False,True,False,False,False
420,868,216,40.5,False,False,False,False,True
404,167,216,40.5,False,False,False,False,True
342,446,101,273.0,False,False,True,False,False
578,937,216,40.5,False,False,False,False,True
427,910,216,40.5,False,False,False,False,True
275,97,101,273.0,False,False,True,False,False
391,706,101,273.0,False,False,True,False,False
28,786,216,40.5,False,False,False,False,True
330,1147,216,40.5,False,False,False,False,True
372,2288,101,273.0,False,False,True,False,False
229,961,101,273.0,False,False,True,False,False
281,682,216,40.5,False,False,False,False,True
101,1049,101,273.0,False,False,True,False,False
333,2147,190,112.0,True,False,False,False,False
572,107,190,112.0,True,False,False,False,False
267,432,190,112.0,True,False,False,False,False
42,373,183,552.0,False,True,False,False,False
257,307,190,112.0,True,False,False,False,False
555,951,190,112.0,True,False,False,False,False
464,1491,190,112.0,True,False,False,False,False
459,355,183,552.0,False,True,False,False,False
214,1187,183,552.0,False,True,False,False,False
208,638,190,112.0,True,False,False,False,False
301,349,190,112.0,True,False,False,False,False
111,473,190,112.0,True,False,False,False,False
394,1485,190,112.0,True,False,False,False,False
490,281,183,552.0,False,True,False,False,False
300,317,190,112.0,True,False,False,False,False
176,1180,190,112.0,True,False,False,False,False
499,201,183,552.0,False,True,False,False,False
603,1428,190,112.0,True,False,False,False,False
9,211,183,552.0,False,True,False,False,False
46,227,183,552.0,False,True,False,False,False
526,2303,183,552.0,False,True,False,False,False
49,803,183,552.0,False,True,False,False,False
342,786,190,112.0,True,False,False,False,False
569,1083,183,552.0,False,True,False,False,False
380,1711,183,552.0,False,True,False,False,False
130,1090,183,552.0,False,True,False,False,False
377,516,190,112.0,True,False,False,False,False
67,333,190,112.0,True,False,False,False,False
365,2471,183,552.0,False,True,False,False,False
194,1681,183,552.0,False,True,False,False,False
523,455,191,9.4,False,False,True,False,False
41,1196,191,9.4,False,False,True,False,False
238,284,191,9.4,False,False,True,False,False
264,858,144,7.5,True,False,False,False,False
171,183,144,7.5,True,False,False,False,False
4,826,191,9.4,False,False,True,False,False
6,185,191,9.4,False,False,True,False,False
193,2870,144,7.5,True,False,False,False,False
251,2240,144,7.5,True,False,False,False,False
158,837,191,9.4,False,False,True,False,False
89,205,191,9.4,False,False,True,False,False
32,318,191,9.4,False,False,True,False,False
378,1679,144,7.5,True,False,False,False,False
67,1722,144,7.5,True,False,False,False,False
529,342,191,9.4,False,False,True,False,False
333,414,191,9.4,False,False,True,False,False
470,900,144,7.5,True,False,False,False,False
117,466,144,7.5,True,False,False,False,False
43,97,144,7.5,True,False,False,False,False
503,1124,144,7.5,True,False,False,False,False
374,120,191,9.4,False,False,True,False,False
173,1374,191,9.4,False,False,True,False,False
271,396,144,7.5,True,False,False,False,False
371,441,191,9.4,False,False,True,False,False
418,1217,144,7.5,True,False,False,False,False
536,926,191,9.4,False,False,True,False,False
95,1688,144,7.5,True,False,False,False,False
280,398,191,9.4,False,False,True,False,False
302,1719,29,75.0,False,False,False,True,False
140,216,249,128.0,False,True,False,False,False
140,216,2,42.4,False,True,False,False,False
279,2053,249,128.0,False,True,False,False,False
279,2053,2,42.4,False,True,False,False,False
210,115,249,128.0,False,True,False,False,False
83,1313,2,42.4,False,True,False,False,False
52,886,249,128.0,False,True,False,False,False
52,886,2,42.4,False,True,False,False,False
3,173,29,75.0,False,False,False,True,False
83,1313,249,128.0,False,True,False,False,False
408,846,2,42.4,False,True,False,False,False
210,115,2,42.4,False,True,False,False,False
408,846,249,128.0,False,True,False,False,False
72,327,249,128.0,False,True,False,False,False
29,818,2,42.4,False,True,False,False,False
498,620,29,75.0,False,False,False,True,False
262,382,29,75.0,False,False,False,True,False
209,1081,29,75.0,False,False,False,True,False
402,1145,29,75.0,False,False,False,True,False
72,327,2,42.4,False,True,False,False,False
72,2207,29,75.0,False,False,False,True,False
44,361,29,75.0,False,False,False,True,False
72,228,29,75.0,False,False,False,True,False
105,274,29,75.0,False,False,False,True,False
416,185,249,128.0,False,True,False,False,False
416,185,2,42.4,False,True,False,False,False
29,818,249,128.0,False,True,False,False,False
21,456,29,75.0,False,False,False,True,False
206,412,29,75.0,False,False,False,True,False
285,411,228,56.4,False,False,False,False,True
62,1753,228,56.4,False,False,False,False,True
419,1292,228,56.4,False,False,False,False,True
360,1114,228,56.4,False,False,False,False,True
76,1817,228,56.4,False,False,False,False,True
291,1650,228,56.4,False,False,False,False,True
74,538,228,56.4,False,False,False,False,True
230,1323,88,228.0,False,False,True,False,False
290,1187,88,228.0,False,False,True,False,False
309,371,88,228.0,False,False,True,False,False
193,429,88,228.0,False,False,True,False,False
353,156,88,228.0,False,False,True,False,False
182,300,141,61.0,False,False,False,False,True
267,525,158,32.0,False,False,False,True,False
191,1073,158,32.0,False,False,False,True,False
64,1057,158,32.0,False,False,False,True,False
299,222,141,61.0,False,False,False,False,True
188,2160,141,61.0,False,False,False,False,True
283,403,158,32.0,False,False,False,True,False
170,1868,158,32.0,False,False,False,True,False
218,1006,158,32.0,False,False,False,True,False
320,269,158,32.0,False,False,False,True,False
234,416,158,32.0,False,False,False,True,False
117,1465,158,32.0,False,False,False,True,False
199,251,158,32.0,False,False,False,True,False
158,948,158,32.0,False,False,False,True,False
373,533,158,32.0,False,False,False,True,False
351,497,141,61.0,False,False,False,False,True
66,190,141,61.0,False,False,False,False,True
69,1646,238,90.0,False,False,True,False,False
211,216,238,90.0,False,False,True,False,False
43,631,238,90.0,False,False,True,False,False
237,2134,238,90.0,False,False,True,False,False
34,1980,238,90.0,False,False,True,False,False
93,2119,238,90.0,False,False,True,False,False
227,718,238,90.0,False,False,True,False,False
166,202,238,90.0,False,False,True,False,False
177,1578,238,90.0,False,False,True,False,False
218,339,238,90.0,False,False,True,False,False
271,565,238,90.0,False,False,True,False,False
201,227,238,90.0,False,False,True,False,False
19,2856,238,90.0,False,False,True,False,False
14,319,238,90.0,False,False,True,False,False
80,1646,238,90.0,False,False,True,False,False
304,1505,238,90.0,False,False,True,False,False
121,237,69,56.0,False,False,False,False,True
147,156,69,56.0,False,False,False,False,True
104,236,69,56.0,False,False,False,False,True
5,2767,69,56.0,False,False,False,False,True
59,1641,69,56.0,False,False,False,False,True
133,754,69,56.0,False,False,False,False,True
140,702,69,56.0,False,False,False,False,True
111,101,69,56.0,False,False,False,False,True
211,975,69,56.0,False,False,False,False,True
0,297,69,56.0,False,False,False,False,True
61,466,69,56.0,False,False,False,False,True
150,308,69,56.0,False,False,False,False,True
215,511,69,56.0,False,False,False,False,True
145,2650,69,56.0,False,False,False,False,True
47,1339,69,56.0,False,False,False,False,True
118,379,144,12.666666666666666,False,False,False,False,True
22,160,144,12.666666666666666,False,False,False,False,True
81,795,144,12.666666666666666,False,False,False,False,True
8,642,144,12.666666666666666,False,False,False,False,True
14,2890,144,12.666666666666666,False,False,False,False,True
108,1286,144,12.666666666666666,False,False,False,False,True
79,2028,144,12.666666666666666,False,False,False,False,True
8,928,144,12.666666666666666,False,False,False,False,True
151,368,144,12.666666666666666,False,False,False,False,True
28,573,144,12.666666666666666,False,False,False,False,True
75,1223,144,12.666666666666666,False,False,False,False,True
95,296,144,12.666666666666666,False,False,False,False,True
80,480,144,12.666666666666666,False,False,False,False,True
130,729,144,12.666666666666666,False,False,False,False,True
87,846,289,168.0,False,True,False,False,False
69,1104,247,42.75,False,False,False,False,True
6,1542,247,42.75,False,False,False,False,True
83,780,289,168.0,False,True,False,False,False
17,1371,247,42.75,False,False,False,False,True
33,785,289,168.0,False,True,False,False,False
12,1119,247,42.75,False,False,False,False,True
44,2153,247,42.75,False,False,False,False,True
55,884,289,168.0,False,True,False,False,False
6,703,247,42.75,False,False,False,False,True
97,278,247,42.75,False,False,False,False,True
113,1032,289,168.0,False,True,False,False,False
75,1508,289,168.0,False,True,False,False,False
119,1215,247,42.75,False,False,False,False,True
24,305,247,42.75,False,False,False,False,True
66,1654,289,168.0,False,True,False,False,False
89,248,289,168.0,False,True,False,False,False
9,508,66,11.2,False,False,False,False,True
9,508,8,56.66666666666666,False,False,False,False,True
26,41,66,11.2,False,False,False,False,True
26,41,8,56.66666666666666,False,False,False,False,True
41,277,66,11.2,False,False,False,False,True
41,277,8,56.66666666666666,False,False,False,False,True
5,274,282,106.0,True,False,False,False,False
17,1671,66,11.2,False,False,False,False,True
38,2338,8,56.66666666666666,False,False,False,False,True
13,1045,282,106.0,True,False,False,False,False
17,1671,8,56.66666666666666,False,False,False,False,True
10,1501,282,106.0,True,False,False,False,False
19,972,66,11.2,False,False,False,False,True
19,972,8,56.66666666666666,False,False,False,False,True
38,2338,66,11.2,False,False,False,False,True
31,211,282,106.0,True,False,False,False,False
48,630,66,11.2,False,False,False,False,True
49,1227,282,106.0,True,False,False,False,False
73,1674,66,11.2,False,False,False,False,True
73,1674,8,56.66666666666666,False,False,False,False,True
39,498,66,11.2,False,False,False,False,True
39,498,8,56.66666666666666,False,False,False,False,True
48,630,8,56.66666666666666,False,False,False,False,True
39,1192,66,11.2,False,False,False,False,True
39,1192,8,56.66666666666666,False,False,False,False,True
15,274,282,106.0,True,False,False,False,False
51,981,66,11.2,False,False,False,False,True
51,981,8,56.66666666666666,False,False,False,False,True
59,1925,66,11.2,False,False,False,False,True
59,1925,8,56.66666666666666,False,False,False,False,True
44,407,66,11.2,False,False,False,False,True
44,407,8,56.66666666666666,False,False,False,False,True
61,342,282,106.0,True,False,False,False,False
342,2172,215,106.25,False,False,False,True,False
608,340,215,106.25,False,False,False,True,False
108,352,215,106.25,False,False,False,True,False
477,673,215,106.25,False,False,False,True,False
490,1410,215,106.25,False,False,False,True,False
163,380,215,106.25,False,False,False,True,False
386,676,215,106.25,False,False,False,True,False
635,621,215,106.25,False,False,False,True,False
312,220,215,106.25,False,False,False,True,False
523,208,215,106.25,False,False,False,True,False
174,25,215,106.25,False,False,False,True,False
418,691,212,25.2,True,False,False,False,False
26,1382,212,25.2,True,False,False,False,False
96,197,212,25.2,True,False,False,False,False
341,318,212,25.2,True,False,False,False,False
44,665,212,25.2,True,False,False,False,False
322,991,212,25.2,True,False,False,False,False
20,227,212,25.2,True,False,False,False,False
77,497,212,25.2,True,False,False,False,False
369,208,39,2.4,False,True,False,False,False
368,1273,39,2.4,False,True,False,False,False
21,229,39,2.4,False,True,False,False,False
490,104,39,2.4,False,True,False,False,False
508,168,39,2.4,False,True,False,False,False
407,406,39,2.4,False,True,False,False,False
395,382,39,2.4,False,True,False,False,False
34,730,55,52.5,False,False,False,False,True
384,1374,55,52.5,False,False,False,False,True
146,242,55,52.5,False,False,False,False,True
1,934,55,52.5,False,False,False,False,True
112,1508,55,52.5,False,False,False,False,True
156,243,55,52.5,False,False,False,False,True
63,1932,55,52.5,False,False,False,False,True
462,939,55,52.5,False,False,False,False,True
329,1561,55,52.5,False,False,False,False,True
143,1645,55,52.5,False,False,False,False,True
197,523,55,52.5,False,False,False,False,True
303,265,55,52.5,False,False,False,False,True
237,262,55,52.5,False,False,False,False,True
448,283,55,52.5,False,False,False,False,True
57,361,22,36.0,True,False,False,False,False
168,2136,22,36.0,True,False,False,False,False
401,1145,22,36.0,True,False,False,False,False
222,2229,22,36.0,True,False,False,False,False
396,1855,22,36.0,True,False,False,False,False
270,366,22,36.0,True,False,False,False,False
215,130,22,36.0,True,False,False,False,False
154,185,22,36.0,True,False,False,False,False
248,1307,102,48.0,False,True,False,False,False
248,1307,83,135.0,False,True,False,False,False
120,1013,102,48.0,False,True,False,False,False
120,1013,83,135.0,False,True,False,False,False
103,799,102,48.0,False,True,False,False,False
103,799,83,135.0,False,True,False,False,False
293,545,102,48.0,False,True,False,False,False
293,545,83,135.0,False,True,False,False,False
219,578,102,48.0,False,True,False,False,False
92,654,83,135.0,False,True,False,False,False
327,2494,83,135.0,False,True,False,False,False
327,2494,102,48.0,False,True,False,False,False
367,626,83,135.0,False,True,False,False,False
92,654,102,48.0,False,True,False,False,False
253,337,83,135.0,False,True,False,False,False
253,337,102,48.0,False,True,False,False,False
219,578,83,135.0,False,True,False,False,False
367,626,102,48.0,False,True,False,False,False
173,1264,7,79.0,False,True,False,False,False
216,543,7,79.0,False,True,False,False,False
49,763,7,79.0,False,True,False,False,False
274,604,7,79.0,False,True,False,False,False
67,286,7,79.0,False,True,False,False,False
174,562,7,79.0,False,True,False,False,False
288,553,7,79.0,False,True,False,False,False
149,825,7,79.0,False,True,False,False,False
344,1799,7,79.0,False,True,False,False,False
119,269,7,79.0,False,True,False,False,False
140,538,7,79.0,False,True,False,False,False
56,267,252,528.0,True,False,False,False,False
32,367,252,528.0,True,False,False,False,False
146,403,137,171.0,False,False,False,True,False
248,284,137,171.0,False,False,False,True,False
131,855,137,171.0,False,False,False,True,False
180,141,252,528.0,True,False,False,False,False
80,881,137,171.0,False,False,False,True,False
136,1432,252,528.0,True,False,False,False,False
5,2182,252,528.0,True,False,False,False,False
228,313,137,171.0,False,False,False,True,False
45,407,51,103.5,False,False,False,False,True
178,274,51,103.5,False,False,False,False,True
224,562,51,103.5,False,False,False,False,True
136,2098,51,103.5,False,False,False,False,True
100,1704,51,103.5,False,False,False,False,True
189,183,51,103.5,False,False,False,False,True
253,817,51,103.5,False,False,False,False,True
123,1256,51,103.5,False,False,False,False,True
12,465,51,103.5,False,False,False,False,True
60,209,14,70.4,False,False,False,True,False
75,1429,14,70.4,False,False,False,True,False
48,1330,14,70.4,False,False,False,True,False
48,794,96,44.5,False,False,True,False,False
38,226,96,44.5,False,False,True,False,False
71,120,96,44.5,False,False,True,False,False
42,349,96,44.5,False,False,True,False,False
61,685,96,44.5,False,False,True,False,False
18,191,96,44.5,False,False,True,False,False
79,230,14,70.4,False,False,False,True,False
93,932,96,44.5,False,False,True,False,False
38,200,14,70.4,False,False,False,True,False
5,1143,96,44.5,False,False,True,False,False
61,173,96,44.5,False,False,True,False,False
84,457,14,70.4,False,False,False,True,False
91,765,14,70.4,False,False,False,True,False
4,1855,96,44.5,False,False,True,False,False
23,1235,187,92.4,False,False,False,True,False
40,441,187,92.4,False,False,False,True,False
30,518,187,92.4,False,False,False,True,False
15,205,29,148.0,False,False,False,False,True
36,198,29,148.0,False,False,False,False,True
46,475,187,92.4,False,False,False,True,False
35,727,29,148.0,False,False,False,False,True
25,1694,29,148.0,False,False,False,False,True
20,32,29,148.0,False,False,False,False,True
33,435,187,92.4,False,False,False,True,False
36,498,187,92.4,False,False,False,True,False
1,1469,29,148.0,False,False,False,False,True
5,1377,29,148.0,False,False,False,False,True
0,1876,266,90.0,True,False,False,False,False
612,1966,266,90.0,True,False,False,False,False
0,1797,266,90.0,True,False,False,False,False
7,526,266,90.0,True,False,False,False,False
5,1573,266,90.0,True,False,False,False,False
8,1732,266,90.0,True,False,False,False,False
19,822,266,90.0,True,False,False,False,False
33,1127,266,90.0,True,False,False,False,False
17,265,266,90.0,True,False,False,False,False
443,535,162,495.0,False,False,True,False,False
215,2294,162,495.0,False,False,True,False,False
528,2527,162,495.0,False,False,True,False,False
561,252,162,495.0,False,False,True,False,False
280,906,162,495.0,False,False,True,False,False
515,823,162,495.0,False,False,True,False,False
465,1332,162,495.0,False,False,True,False,False
244,2231,293,114.0,False,False,True,False,False
295,863,293,114.0,False,False,True,False,False
620,437,293,114.0,False,False,True,False,False
584,328,293,114.0,False,False,True,False,False
7,657,293,114.0,False,False,True,False,False
181,620,209,85.0,False,True,False,False,False
562,2163,282,34.5,False,False,False,True,False
510,1905,282,34.5,False,False,False,True,False
105,2414,282,34.5,False,False,False,True,False
571,276,282,34.5,False,False,False,True,False
410,1167,209,85.0,False,True,False,False,False
331,436,282,34.5,False,False,False,True,False
60,220,282,34.5,False,False,False,True,False
147,1176,209,85.0,False,True,False,False,False
495,939,209,85.0,False,True,False,False,False
431,547,209,85.0,False,True,False,False,False
360,941,209,85.0,False,True,False,False,False
143,1728,282,34.5,False,False,False,True,False
589,105,282,34.5,False,False,False,True,False
134,293,282,34.5,False,False,False,True,False
7,872,282,34.5,False,False,False,True,False
37,1186,282,34.5,False,False,False,True,False
362,1466,209,85.0,False,True,False,False,False
45,1594,209,85.0,False,True,False,False,False
566,1129,282,34.5,False,False,False,True,False
268,544,282,34.5,False,False,False,True,False
575,284,209,85.0,False,True,False,False,False
28,726,183,564.0,False,False,False,True,False
501,838,183,564.0,False,False,False,True,False
216,722,220,14.666666666666666,False,True,False,False,False
19,854,220,14.666666666666666,False,True,False,False,False
400,2722,220,14.666666666666666,False,True,False,False,False
266,334,220,14.666666666666666,False,True,False,False,False
4,1230,220,14.666666666666666,False,True,False,False,False
233,558,220,14.666666666666666,False,True,False,False,False
0,552,220,14.666666666666666,False,True,False,False,False
284,364,220,14.666666666666666,False,True,False,False,False
111,1628,220,14.666666666666666,False,True,False,False,False
10,520,220,14.666666666666666,False,True,False,False,False
57,2003,220,14.666666666666666,False,True,False,False,False
70,476,220,14.666666666666666,False,True,False,False,False
304,172,135,86.0,False,True,False,False,False
343,114,292,11.666666666666666,False,False,True,False,False
233,1899,135,86.0,False,True,False,False,False
161,890,135,86.0,False,True,False,False,False
78,2351,135,86.0,False,True,False,False,False
365,1659,135,86.0,False,True,False,False,False
356,542,135,86.0,False,True,False,False,False
382,29,135,86.0,False,True,False,False,False
25,405,135,86.0,False,True,False,False,False
347,427,135,86.0,False,True,False,False,False
177,837,292,11.666666666666666,False,False,True,False,False
12,797,135,86.0,False,True,False,False,False
300,1367,292,11.666666666666666,False,False,True,False,False
347,249,135,86.0,False,True,False,False,False
376,622,292,11.666666666666666,False,False,True,False,False
145,470,292,11.666666666666666,False,False,True,False,False
387,808,135,86.0,False,True,False,False,False
170,205,281,21.6,False,False,False,True,False
23,1736,169,111.0,False,False,False,True,False
23,1736,281,21.6,False,False,False,True,False
158,2536,116,63.0,True,False,False,False,False
161,759,169,111.0,False,False,False,True,False
161,759,281,21.6,False,False,False,True,False
213,396,169,111.0,False,False,False,True,False
142,512,281,21.6,False,False,False,True,False
232,1800,116,63.0,True,False,False,False,False
142,512,169,111.0,False,False,False,True,False
170,205,169,111.0,False,False,False,True,False
250,437,169,111.0,False,False,False,True,False
250,437,281,21.6,False,False,False,True,False
295,265,169,111.0,False,False,False,True,False
295,265,281,21.6,False,False,False,True,False
213,396,281,21.6,False,False,False,True,False
184,1346,116,63.0,True,False,False,False,False
234,2302,281,21.6,False,False,False,True,False
221,815,169,111.0,False,False,False,True,False
221,815,281,21.6,False,False,False,True,False
236,447,116,63.0,True,False,False,False,False
